listing_id,alert_rank,brand,model,year_of_manufacture,engine_cc,transmission,fuel_type,mileage_km,town,listing_date,condition,price,price_median,expected_price_low,expected_price_high,price_deviation_percentage,price_anomaly_direction,price_alert_reason,price_group_count,price_reference_quality,duplicate_record_count,duplicate_record_flag,review_priority,review_label,review_reason,review_confidence,review_notes
listing_08417,11,TOYOTA,PASSO,2007,1360.0,AUTOMATIC,PETROL,198000.0,GAMPAHA,2025-02-05,USED,13.75,48.0,45.825,49.0,-71.35416666666666,below_expected_range,below_expected_range; deviation_from_group_median=-71.4%,23,high,2,True,medium,confirmed_anomaly,Price is 71.4% below the comparable-group median,high,"Price 13.75 vs median 48.0 (-71.4%), reference group n=23 (high quality). This listing value repeats across 2 records; repeats were retained and not treated as separate independent evidence."
listing_08422,12,TOYOTA,PASSO,2008,1360.0,AUTOMATIC,PETROL,187000.0,GAMPAHA,2025-02-04,USED,13.75,43.325,41.80714285714286,47.5,-68.26312752452395,below_expected_range,below_expected_range; deviation_from_group_median=-68.3%,10,high,1,False,medium,confirmed_anomaly,Price is 68.3% below the comparable-group median,high,"Price 13.75 vs median 43.325 (-68.3%), reference group n=10 (high quality)."
listing_08965,13,TOYOTA,STARLET,1996,1500.0,MANUAL,DIESEL,319000.0,GAMPAHA,2024-12-25,USED,10.5,30.375,28.525,31.75,-65.4320987654321,below_expected_range,below_expected_range; deviation_from_group_median=-65.4%,10,high,1,False,medium,confirmed_anomaly,Price is 65.4% below the comparable-group median,high,"Price 10.5 vs median 30.375 (-65.4%), reference group n=10 (high quality)."
listing_02197,14,MITSUBISHI,LANCER BOX,1980,1400.0,MANUAL,PETROL,495000.0,BORALESGAMUWA,2025-01-11,USED,15.0,9.1,7.737500000000001,10.0,64.83516483516483,above_expected_range,above_expected_range; deviation_from_group_median=64.8%,12,high,1,False,medium,confirmed_anomaly,Price is 64.8% above the comparable-group median,high,"Price 15.0 vs median 9.1 (+64.8%), reference group n=12 (high quality)."
listing_01282,15,HYUNDAI,SONATA,2000,2000.0,AUTOMATIC,PETROL,275000.0,BANDARAGAMA,2024-12-26,USED,6.5,18.4625,18.025,21.9375,-64.79350033852404,below_expected_range,below_expected_range; deviation_from_group_median=-64.8%,6,medium,1,False,medium,confirmed_anomaly,Price is 64.8% below the comparable-group median,medium,"Price 6.5 vs median 18.4625 (-64.8%), reference group n=6 (medium quality)."
listing_05597,16,SUZUKI,SWIFT,2010,1300.0,MANUAL,PETROL,165000.0,KURUNEGALA,2024-12-12,USED,23.0,58.75,48.0,61.875,-60.85106382978723,below_expected_range,below_expected_range; deviation_from_group_median=-60.9%,7,medium,1,False,medium,confirmed_anomaly,Price is 60.9% below the comparable-group median,medium,"Price 23.0 vs median 58.75 (-60.9%), reference group n=7 (medium quality)."
listing_05457,17,SUZUKI,SWIFT,2007,1500.0,AUTOMATIC,PETROL,198000.0,NEGOMBO,2025-02-05,USED,19.90625,50.5,39.0,51.0,-60.58168316831683,below_expected_range,below_expected_range; deviation_from_group_median=-60.6%,9,medium,2,True,medium,confirmed_anomaly,Price is 60.6% below the comparable-group median,medium,"Price 19.90625 vs median 50.5 (-60.6%), reference group n=9 (medium quality). This listing value repeats across 2 records; repeats were retained and not treated as separate independent evidence."
listing_05598,18,SUZUKI,SWIFT,2007,1500.0,AUTOMATIC,PETROL,198000.0,KADUWELA,2024-12-12,USED,19.90625,50.5,39.0,51.0,-60.58168316831683,below_expected_range,below_expected_range; deviation_from_group_median=-60.6%,9,medium,2,True,medium,confirmed_anomaly,Price is 60.6% below the comparable-group median,medium,"Price 19.90625 vs median 50.5 (-60.6%), reference group n=9 (medium quality). This listing value repeats across 2 records; repeats were retained and not treated as separate independent evidence."
listing_05555,19,SUZUKI,SWIFT,2008,1300.0,MANUAL,PETROL,187000.0,KANDY,2025-01-03,USED,19.90625,49.5,48.27,52.0,-59.785353535353536,below_expected_range,below_expected_range; deviation_from_group_median=-59.8%,19,high,1,False,medium,confirmed_anomaly,Price is 59.8% below the comparable-group median,high,"Price 19.90625 vs median 49.5 (-59.8%), reference group n=19 (high quality)."
listing_01431,20,KIA,RIO,2001,1500.0,AUTOMATIC,PETROL,264000.0,KURUNEGALA,2024-12-05,USED,32.0,20.163888888888888,18.9375,21.125,58.699545391927266,above_expected_range,above_expected_range; deviation_from_group_median=58.7%,10,high,1,False,medium,confirmed_anomaly,Price is 58.7% above the comparable-group median,high,"Price 32.0 vs median 20.163888888888888 (+58.7%), reference group n=10 (high quality)."
listing_02509,21,NISSAN,BLUEBIRD,1999,1790.0,AUTOMATIC,PETROL,286000.0,KURUNEGALA,2025-01-20,USED,10.0,23.95,22.0075,23.95,-58.24634655532359,below_expected_range,below_expected_range; deviation_from_group_median=-58.2%,6,medium,1,False,medium,probably_anomaly,Price is 58.2% below the comparable-group median,medium,"Price 10.0 vs median 23.95 (-58.2%), reference group n=6 (medium quality)."
listing_03044,22,NISSAN,LEAF,2015,1500.0,AUTOMATIC,ELECTRIC,110000.0,AVISSAWELLA,2024-12-14,USED,74.23750000000001,48.2,46.85,49.474999999999994,54.01970954356848,above_expected_range,above_expected_range; deviation_from_group_median=54.0%,6,medium,1,False,medium,probably_anomaly,Price is 54.0% above the comparable-group median,medium,"Price 74.23750000000001 vs median 48.2 (+54.0%), reference group n=6 (medium quality)."
listing_05482,23,SUZUKI,SWIFT,2003,1360.0,MANUAL,PETROL,242000.0,KANDY,2025-02-02,USED,19.90625,39.625,37.67058823529411,41.0,-49.76340694006309,below_expected_range,below_expected_range; deviation_from_group_median=-49.8%,38,high,3,True,medium,probably_anomaly,Price is 49.8% below the comparable-group median,high,"Price 19.90625 vs median 39.625 (-49.8%), reference group n=38 (high quality). This listing value repeats across 3 records; repeats were retained and not treated as separate independent evidence."
listing_05477,24,SUZUKI,SWIFT,2003,1500.0,MANUAL,PETROL,242000.0,KANDY,2025-02-03,USED,19.90625,39.625,37.67058823529411,41.0,-49.76340694006309,below_expected_range,below_expected_range; deviation_from_group_median=-49.8%,38,high,3,True,medium,probably_anomaly,Price is 49.8% below the comparable-group median,high,"Price 19.90625 vs median 39.625 (-49.8%), reference group n=38 (high quality). This listing value repeats across 3 records; repeats were retained and not treated as separate independent evidence."
listing_05461,25,SUZUKI,SWIFT,2003,1300.0,MANUAL,PETROL,242000.0,KANDY,2025-02-05,USED,19.90625,39.625,37.67058823529411,41.0,-49.76340694006309,below_expected_range,below_expected_range; deviation_from_group_median=-49.8%,38,high,3,True,medium,probably_anomaly,Price is 49.8% below the comparable-group median,high,"Price 19.90625 vs median 39.625 (-49.8%), reference group n=38 (high quality). This listing value repeats across 3 records; repeats were retained and not treated as separate independent evidence."
listing_01308,26,ISUZU,GEMINI,1988,1500.0,MANUAL,DIESEL,407000.0,MINUWANGODA,2025-02-03,USED,3.9,7.66875,7.3375,8.524999999999999,-49.14425427872861,below_expected_range,below_expected_range; deviation_from_group_median=-49.1%,6,medium,1,False,medium,probably_anomaly,Price is 49.1% below the comparable-group median,medium,"Price 3.9 vs median 7.66875 (-49.1%), reference group n=6 (medium quality)."
listing_03337,27,NISSAN,PULSAR,1997,1500.0,AUTOMATIC,PETROL,308000.0,MATALE,2025-02-02,USED,13.0,23.93333333333333,23.93333333333333,27.0,-45.68245125348189,below_expected_range,below_expected_range; deviation_from_group_median=-45.7%,9,medium,1,False,medium,probably_anomaly,Price is 45.7% below the comparable-group median,medium,"Price 13.0 vs median 23.93333333333333 (-45.7%), reference group n=9 (medium quality)."
listing_02225,28,MITSUBISHI,LANCER BOX,1981,1400.0,MANUAL,PETROL,484000.0,HAMBANTOTA,2024-12-15,USED,6.0,10.9,9.95,11.95,-44.95412844036697,below_expected_range,below_expected_range; deviation_from_group_median=-45.0%,13,high,1,False,medium,probably_anomaly,Price is 45.0% below the comparable-group median,medium,"Price 6.0 vs median 10.9 (-45.0%), reference group n=13 (high quality)."
listing_01429,29,KIA,RIO,2001,1343.0,MANUAL,PETROL,264000.0,MATUGAMA,2024-12-11,USED,11.706250000000004,20.163888888888888,18.9375,21.125,-41.94448271111721,below_expected_range,below_expected_range; deviation_from_group_median=-41.9%,10,high,1,False,medium,probably_anomaly,Price is 41.9% below the comparable-group median,medium,"Price 11.706250000000004 vs median 20.163888888888888 (-41.9%), reference group n=10 (high quality)."
listing_09079,30,TOYOTA,VIOS,2007,1500.0,AUTOMATIC,PETROL,198000.0,BANDARAGAMA,2025-01-17,USED,35.75,61.25,54.975,62.6875,-41.63265306122449,below_expected_range,below_expected_range; deviation_from_group_median=-41.6%,10,high,1,False,medium,probably_anomaly,Price is 41.6% below the comparable-group median,medium,"Price 35.75 vs median 61.25 (-41.6%), reference group n=10 (high quality)."
listing_02859,31,NISSAN,FB15,2002,1500.0,AUTOMATIC,PETROL,253000.0,NITTAMBUWA,2025-01-22,USED,24.25,40.829166666666666,40.15833333333333,42.925,-40.60618430452087,below_expected_range,below_expected_range; deviation_from_group_median=-40.6%,20,high,1,False,medium,probably_anomaly,Price is 40.6% below the comparable-group median,high,"Price 24.25 vs median 40.829166666666666 (-40.6%), reference group n=20 (high quality)."
listing_02215,32,MITSUBISHI,LANCER BOX,1981,1400.0,MANUAL,PETROL,484000.0,WELIMADA,2025-01-02,USED,6.6,10.9,9.95,11.95,-39.44954128440368,below_expected_range,below_expected_range; deviation_from_group_median=-39.4%,13,high,1,False,medium,probably_anomaly,Price is 39.4% below the comparable-group median,medium,"Price 6.6 vs median 10.9 (-39.4%), reference group n=13 (high quality)."
listing_07229,33,TOYOTA,AVANZA,2011,1300.0,MANUAL,PETROL,154000.0,ANURADAPURA,2025-01-07,USED,37.9374875,62.5,59.30625,66.5,-39.30002,below_expected_range,below_expected_range; deviation_from_group_median=-39.3%,7,medium,1,False,medium,probably_anomaly,Price is 39.3% below the comparable-group median,medium,"Price 37.9374875 vs median 62.5 (-39.3%), reference group n=7 (medium quality)."
listing_08292,34,TOYOTA,DX WAGON,1986,1290.0,MANUAL,PETROL,429000.0,RATNAPURA,2025-01-10,USED,16.5,11.9,11.125,13.25,38.65546218487395,above_expected_range,above_expected_range; deviation_from_group_median=38.7%,7,medium,1,False,medium,probably_anomaly,Price is 38.7% above the comparable-group median,medium,"Price 16.5 vs median 11.9 (+38.7%), reference group n=7 (medium quality)."
listing_05900,35,SUZUKI,WAGON R,2017,1500.0,AUTOMATIC,PETROL,88000.0,COLOMBO,2024-12-10,USED,37.4375,60.64038461538462,60.0,62.975,-38.26308946183364,below_expected_range,below_expected_range; deviation_from_group_median=-38.3%,46,high,1,False,medium,probably_anomaly,Price is 38.3% below the comparable-group median,high,"Price 37.4375 vs median 60.64038461538462 (-38.3%), reference group n=46 (high quality)."
listing_02425,36,NISSAN,B11,1983,1500.0,MANUAL,PETROL,462000.0,MALABE,2025-02-05,USED,9.95,7.21,6.8125,7.4225,38.00277392510401,above_expected_range,above_expected_range; deviation_from_group_median=38.0%,10,high,1,False,medium,probably_anomaly,Price is 38.0% above the comparable-group median,medium,"Price 9.95 vs median 7.21 (+38.0%), reference group n=10 (high quality)."
listing_08471,37,TOYOTA,PASSO,2007,1000.0,AUTOMATIC,PETROL,198000.0,ANURADAPURA,2024-12-13,USED,66.09473684210526,48.0,45.825,49.0,37.69736842105263,above_expected_range,above_expected_range; deviation_from_group_median=37.7%,23,high,4,True,medium,probably_anomaly,Price is 37.7% above the comparable-group median,high,"Price 66.09473684210526 vs median 48.0 (+37.7%), reference group n=23 (high quality). This listing value repeats across 4 records; repeats were retained and not treated as separate independent evidence."
listing_08425,38,TOYOTA,PASSO,2007,1360.0,AUTOMATIC,PETROL,198000.0,GAMPAHA,2025-02-03,USED,66.09473684210526,48.0,45.825,49.0,37.69736842105263,above_expected_range,above_expected_range; deviation_from_group_median=37.7%,23,high,4,True,medium,probably_anomaly,Price is 37.7% above the comparable-group median,high,"Price 66.09473684210526 vs median 48.0 (+37.7%), reference group n=23 (high quality). This listing value repeats across 4 records; repeats were retained and not treated as separate independent evidence."
listing_08428,39,TOYOTA,PASSO,2007,1000.0,AUTOMATIC,PETROL,198000.0,ANURADAPURA,2025-02-01,USED,66.09473684210526,48.0,45.825,49.0,37.69736842105263,above_expected_range,above_expected_range; deviation_from_group_median=37.7%,23,high,4,True,medium,probably_anomaly,Price is 37.7% above the comparable-group median,high,"Price 66.09473684210526 vs median 48.0 (+37.7%), reference group n=23 (high quality). This listing value repeats across 4 records; repeats were retained and not treated as separate independent evidence."
listing_08437,40,TOYOTA,PASSO,2007,1000.0,AUTOMATIC,PETROL,198000.0,DANKOTUWA,2025-01-11,USED,66.09473684210526,48.0,45.825,49.0,37.69736842105263,above_expected_range,above_expected_range; deviation_from_group_median=37.7%,23,high,4,True,medium,probably_anomaly,Price is 37.7% above the comparable-group median,high,"Price 66.09473684210526 vs median 48.0 (+37.7%), reference group n=23 (high quality). This listing value repeats across 4 records; repeats were retained and not treated as separate independent evidence."
listing_02801,41,NISSAN,FB15,2001,1500.0,AUTOMATIC,PETROL,264000.0,ANURADAPURA,2025-02-04,USED,54.25,39.5,37.25,42.5,37.34177215189873,above_expected_range,above_expected_range; deviation_from_group_median=37.3%,21,high,4,True,medium,probably_anomaly,Price is 37.3% above the comparable-group median,high,"Price 54.25 vs median 39.5 (+37.3%), reference group n=21 (high quality). This listing value repeats across 4 records; repeats were retained and not treated as separate independent evidence."
listing_02860,42,NISSAN,FB15,2001,1500.0,MANUAL,PETROL,264000.0,WELIMADA,2025-01-21,USED,54.25,39.5,37.25,42.5,37.34177215189873,above_expected_range,above_expected_range; deviation_from_group_median=37.3%,21,high,4,True,medium,probably_anomaly,Price is 37.3% above the comparable-group median,high,"Price 54.25 vs median 39.5 (+37.3%), reference group n=21 (high quality). This listing value repeats across 4 records; repeats were retained and not treated as separate independent evidence."
listing_02881,43,NISSAN,FB15,2001,1490.0,AUTOMATIC,PETROL,264000.0,KANDY,2024-12-23,USED,54.25,39.5,37.25,42.5,37.34177215189873,above_expected_range,above_expected_range; deviation_from_group_median=37.3%,21,high,4,True,medium,probably_anomaly,Price is 37.3% above the comparable-group median,high,"Price 54.25 vs median 39.5 (+37.3%), reference group n=21 (high quality). This listing value repeats across 4 records; repeats were retained and not treated as separate independent evidence."
listing_02872,44,NISSAN,FB15,2001,1500.0,AUTOMATIC,PETROL,264000.0,CHILAW,2024-12-29,USED,54.25,39.5,37.25,42.5,37.34177215189873,above_expected_range,above_expected_range; deviation_from_group_median=37.3%,21,high,4,True,medium,probably_anomaly,Price is 37.3% above the comparable-group median,high,"Price 54.25 vs median 39.5 (+37.3%), reference group n=21 (high quality). This listing value repeats across 4 records; repeats were retained and not treated as separate independent evidence."
listing_06338,45,SUZUKI,WAGON R STINGRAY,2015,650.0,AUTOMATIC,HYBRID,110000.0,KANDANA,2024-12-29,USED,35.46585384146341,55.849999999999994,55.18870967741937,57.0,-36.498023560495234,below_expected_range,below_expected_range; deviation_from_group_median=-36.5%,46,high,1,False,medium,probably_anomaly,Price is 36.5% below the comparable-group median,high,"Price 35.46585384146341 vs median 55.849999999999994 (-36.5%), reference group n=46 (high quality)."
listing_02689,46,NISSAN,FB13,1991,1500.0,MANUAL,PETROL,374000.0,MAWANELLA,2024-12-12,USED,11.4375,17.4,16.6875,18.5,-34.267241379310335,below_expected_range,below_expected_range; deviation_from_group_median=-34.3%,9,medium,1,False,medium,probably_anomaly,Price is 34.3% below the comparable-group median,medium,"Price 11.4375 vs median 17.4 (-34.3%), reference group n=9 (medium quality)."
listing_05416,47,SUZUKI,SPACIA CUSTOM,2016,650.0,AUTOMATIC,PETROL,99000.0,HIKKADUWA,2025-01-05,USED,43.625,65.5,62.269642857142856,67.0625,-33.396946564885496,below_expected_range,below_expected_range; deviation_from_group_median=-33.4%,8,medium,1,False,medium,probably_anomaly,Price is 33.4% below the comparable-group median,medium,"Price 43.625 vs median 65.5 (-33.4%), reference group n=8 (medium quality)."
listing_03031,48,NISSAN,LEAF,2014,1500.0,AUTOMATIC,ELECTRIC,121000.0,COLOMBO,2025-01-28,USED,72.0,54.0,49.75,58.0,33.33333333333333,above_expected_range,above_expected_range; deviation_from_group_median=33.3%,9,medium,1,False,medium,probably_anomaly,Price is 33.3% above the comparable-group median,medium,"Price 72.0 vs median 54.0 (+33.3%), reference group n=9 (medium quality)."
listing_07627,49,TOYOTA,CARINA,1997,2000.0,AUTOMATIC,DIESEL,308000.0,KURUNEGALA,2025-02-01,USED,26.0,38.269444444444446,36.0,41.9625,-32.060680844886406,below_expected_range,below_expected_range; deviation_from_group_median=-32.1%,10,high,1,False,medium,probably_anomaly,Price is 32.1% below the comparable-group median,medium,"Price 26.0 vs median 38.269444444444446 (-32.1%), reference group n=10 (high quality)."
listing_02046,50,MICRO,TREND,2010,1000.0,AUTOMATIC,PETROL,165000.0,KOTTAWA,2024-12-29,USED,10.650000000000002,15.6,15.3,17.375,-31.73076923076922,below_expected_range,below_expected_range; deviation_from_group_median=-31.7%,7,medium,1,False,medium,probably_anomaly,Price is 31.7% below the comparable-group median,medium,"Price 10.650000000000002 vs median 15.6 (-31.7%), reference group n=7 (medium quality)."
listing_02856,51,NISSAN,FB15,2000,1500.0,AUTOMATIC,PETROL,275000.0,GAMPAHA,2025-01-24,USED,24.25,35.5,35.04761904761905,36.5,-31.690140845070424,below_expected_range,below_expected_range; deviation_from_group_median=-31.7%,26,high,1,False,medium,probably_anomaly,Price is 31.7% below the comparable-group median,high,"Price 24.25 vs median 35.5 (-31.7%), reference group n=26 (high quality)."
listing_00944,52,HONDA,GRACE,2016,1500.0,AUTOMATIC,HYBRID,99000.0,NITTAMBUWA,2025-01-06,USED,75.74999999999997,110.0,106.75,113.25,-31.13636363636366,below_expected_range,below_expected_range; deviation_from_group_median=-31.1%,11,high,1,False,medium,probably_anomaly,Price is 31.1% below the comparable-group median,medium,"Price 75.74999999999997 vs median 110.0 (-31.1%), reference group n=11 (high quality)."
listing_03237,53,NISSAN,N16,2002,1498.0,AUTOMATIC,PETROL,253000.0,COLOMBO,2024-12-30,USED,42.9,32.75,32.125,34.875,30.992366412213737,above_expected_range,above_expected_range; deviation_from_group_median=31.0%,6,medium,1,False,medium,probably_anomaly,Price is 31.0% above the comparable-group median,medium,"Price 42.9 vs median 32.75 (+31.0%), reference group n=6 (medium quality)."
listing_08104,54,TOYOTA,COROLLA DX WAGON,1987,1500.0,MANUAL,PETROL,418000.0,NITTAMBUWA,2024-12-11,USED,9.125,13.15,12.7625,14.7,-30.60836501901141,below_expected_range,below_expected_range; deviation_from_group_median=-30.6%,6,medium,1,False,medium,probably_anomaly,Price is 30.6% below the comparable-group median,medium,"Price 9.125 vs median 13.15 (-30.6%), reference group n=6 (medium quality)."
listing_07903,55,TOYOTA,COROLLA 121,2004,1500.0,AUTOMATIC,PETROL,231000.0,GAMPAHA,2024-12-20,USED,70.0,53.6,52.0,58.73571428571429,30.597014925373127,above_expected_range,above_expected_range; deviation_from_group_median=30.6%,8,medium,1,False,medium,probably_anomaly,Price is 30.6% above the comparable-group median,medium,"Price 70.0 vs median 53.6 (+30.6%), reference group n=8 (medium quality)."
listing_05829,56,SUZUKI,WAGON R,2015,650.0,AUTOMATIC,HYBRID,110000.0,RATNAPURA,2025-01-03,USED,37.4375,53.9,52.74666666666667,56.0,-30.542671614100183,below_expected_range,below_expected_range; deviation_from_group_median=-30.5%,19,high,1,False,medium,probably_anomaly,Price is 30.5% below the comparable-group median,medium,"Price 37.4375 vs median 53.9 (-30.5%), reference group n=19 (high quality)."
listing_04070,57,SUZUKI,A-STAR,2011,1000.0,MANUAL,PETROL,154000.0,BADULLA,2025-01-06,USED,26.25,37.75,36.0,42.1375,-30.4635761589404,below_expected_range,below_expected_range; deviation_from_group_median=-30.5%,26,high,2,True,medium,probably_anomaly,Price is 30.5% below the comparable-group median,high,"Price 26.25 vs median 37.75 (-30.5%), reference group n=26 (high quality). This listing value repeats across 2 records; repeats were retained and not treated as separate independent evidence."
listing_04061,58,SUZUKI,A-STAR,2011,1000.0,MANUAL,PETROL,154000.0,GAMPAHA,2025-01-13,USED,26.25,37.75,36.0,42.1375,-30.4635761589404,below_expected_range,below_expected_range; deviation_from_group_median=-30.5%,26,high,2,True,medium,probably_anomaly,Price is 30.5% below the comparable-group median,high,"Price 26.25 vs median 37.75 (-30.5%), reference group n=26 (high quality). This listing value repeats across 2 records; repeats were retained and not treated as separate independent evidence."
listing_00182,59,CHERY,QQ,2007,800.0,MANUAL,PETROL,198000.0,POLONNARUWA,2025-01-20,USED,16.75,12.85,12.6,13.825,30.350194552529185,above_expected_range,above_expected_range; deviation_from_group_median=30.4%,11,high,1,False,medium,probably_anomaly,Price is 30.4% above the comparable-group median,medium,"Price 16.75 vs median 12.85 (+30.4%), reference group n=11 (high quality)."
listing_02706,60,NISSAN,FB14,1996,1500.0,AUTOMATIC,PETROL,319000.0,MIRIGAMA,2025-02-05,USED,33.84375,26.0,24.0,26.75,30.16826923076923,above_expected_range,above_expected_range; deviation_from_group_median=30.2%,21,high,2,True,medium,probably_anomaly,Price is 30.2% above the comparable-group median,high,"Price 33.84375 vs median 26.0 (+30.2%), reference group n=21 (high quality). This listing value repeats across 2 records; repeats were retained and not treated as separate independent evidence."
listing_02724,61,NISSAN,FB14,1996,1970.0,AUTOMATIC,DIESEL,319000.0,MALABE,2025-02-01,USED,33.84375,26.0,24.0,26.75,30.16826923076923,above_expected_range,above_expected_range; deviation_from_group_median=30.2%,21,high,2,True,medium,probably_anomaly,Price is 30.2% above the comparable-group median,high,"Price 33.84375 vs median 26.0 (+30.2%), reference group n=21 (high quality). This listing value repeats across 2 records; repeats were retained and not treated as separate independent evidence."
listing_07901,62,TOYOTA,COROLLA 121,2003,1500.0,AUTOMATIC,PETROL,242000.0,KURUNEGALA,2024-12-24,USED,69.0,53.041666666666664,50.75,53.9375,30.08641005498822,above_expected_range,above_expected_range; deviation_from_group_median=30.1%,8,medium,1,False,medium,probably_anomaly,Price is 30.1% above the comparable-group median,medium,"Price 69.0 vs median 53.041666666666664 (+30.1%), reference group n=8 (medium quality)."
listing_00980,63,HONDA,GRACE EX,2016,1500.0,AUTOMATIC,HYBRID,99000.0,KOTTAWA,2025-01-28,USED,75.82500000000002,107.75,103.40795454545456,114.625,-29.62877030162411,below_expected_range,below_expected_range; deviation_from_group_median=-29.6%,12,high,1,False,medium,probably_anomaly,Price is 29.6% below the comparable-group median,medium,"Price 75.82500000000002 vs median 107.75 (-29.6%), reference group n=12 (high quality)."
listing_07667,64,TOYOTA,CARINA,1989,1500.0,MANUAL,PETROL,396000.0,MATARA,2024-12-10,USED,11.3,15.85,15.55,16.7125,-28.706624605678225,below_expected_range,below_expected_range; deviation_from_group_median=-28.7%,6,medium,1,False,medium,insufficient_evidence,Moderate deviation with a small reference group,low,"Price 11.3 vs median 15.85 (-28.7%), reference group n=6 (medium quality). Trim, accident history, and source-price unit are unavailable."
listing_05483,65,SUZUKI,SWIFT,2008,1300.0,MANUAL,PETROL,187000.0,MATARA,2025-02-02,USED,37.25,49.5,48.27,52.0,-24.747474747474747,below_expected_range,below_expected_range; deviation_from_group_median=-24.7%,19,high,1,False,medium,probably_anomaly,Price is 24.7% below the comparable-group median,medium,"Price 37.25 vs median 49.5 (-24.7%), reference group n=19 (high quality)."
