brand,model,year_of_manufacture,engine_cc,transmission,fuel_type,mileage_km,town,listing_date,leasing,condition,air_conditioning,power_steering,power_mirror,power_window,price,group_count,group_median,group_q1,group_q3,group_iqr,lower_bound,upper_bound,eligible_for_detection,price_anomaly,anomaly_reason,price_deviation_percentage,review_label,review_reason,review_confidence,review_notes
SUZUKI,WAGON R STINGRAY,2018,660,AUTOMATIC,HYBRID,77000,NUGEGODA,2025-02-03,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,75.9,130,71.35609744,70,71.8625,1.8625,67.20625,74.65625,TRUE,TRUE,price_above_comparable_range,6.36792471,probably_anomaly,price is outside comparable range with supporting vehicle context,medium,Price 75.9 vs group median 71.35609744 (+6.4%); 77000 km mileage was considered against same-vehicle comparables (group n=130) and the deviation is not well supported.
SUZUKI,MARUTI 800,2006,800,MANUAL,PETROL,209000,NAWALAPITIYA,2024-12-09,NO LEASING,USED,AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,16.3,11,16.9625,16.88125,17.25,0.36875,16.328125,17.803125,TRUE,TRUE,price_below_comparable_range,-3.905674282,probably_anomaly,price is outside comparable range with supporting vehicle context,medium,Price 16.3 vs group median 16.9625 (-3.9%); 209000 km mileage was considered against same-vehicle comparables (group n=11) and the deviation is not well supported.
SUZUKI,ALTO,2007,800,MANUAL,PETROL,198000,DIVULAPITIYA,2025-01-29,NO LEASING,USED,AVAILABLE,AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,26.5,19,24.0195,23.9,24.0195,0.1195,23.72075,24.19875,TRUE,TRUE,price_above_comparable_range,10.32702596,insufficient_evidence,limited or heterogeneous comparable group prevents a confident judgment,low,"Price 26.5 vs group median 24.0195 (+10.3%); group n=19 and/or broad/degenerate bounds limit confidence, so this is not escalated without more listing context."
MAZDA,FAMILIA,2001,1400,AUTOMATIC,PETROL,264000,MARAWILA,2025-02-01,NO LEASING,USED,AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,30,6,30.45,30.45,30.45,0,30.45,30.45,TRUE,TRUE,price_below_comparable_range,-1.477832512,probably_anomaly,price is outside comparable range with supporting vehicle context,medium,Price 30 vs group median 30.45 (-1.5%); 264000 km mileage was considered against same-vehicle comparables (group n=6) and the deviation is not well supported.
SUZUKI,WAGON R,2018,650,AUTOMATIC,PETROL,77000,KANDY,2024-12-27,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,75.75,47,69.56041667,69.5,69.56041667,0.06041666667,69.409375,69.65104167,TRUE,TRUE,price_above_comparable_range,8.898140106,insufficient_evidence,limited or heterogeneous comparable group prevents a confident judgment,low,"Price 75.75 vs group median 69.56041667 (+8.9%); group n=47 and/or broad/degenerate bounds limit confidence, so this is not escalated without more listing context."
SUZUKI,WAGON R FZ PREMIUM,2018,640,AUTOMATIC,PETROL,77000,KURUNEGALA,2025-02-04,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,64.09375,7,66.25,65.7,66.625,0.925,64.3125,68.0125,TRUE,TRUE,price_below_comparable_range,-3.254716981,probably_anomaly,price is outside comparable range with supporting vehicle context,medium,Price 64.09375 vs group median 66.25 (-3.3%); 77000 km mileage was considered against same-vehicle comparables (group n=7) and the deviation is not well supported.
TATA,INDIGO,2006,1405,MANUAL,PETROL,209000,ANURADAPURA,2024-12-25,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,22,5,18.5,17.25,18.5625,1.3125,15.28125,20.53125,TRUE,TRUE,price_above_comparable_range,18.91891892,insufficient_evidence,limited or heterogeneous comparable group prevents a confident judgment,low,"Price 22 vs group median 18.5 (+18.9%); group n=5 and/or broad/degenerate bounds limit confidence, so this is not escalated without more listing context."
TOYOTA,AQUA,2014,1500,AUTOMATIC,HYBRID,121000,RAJAGIRIYA,2025-02-01,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,81.5,34,76.98434783,76,77.875,1.875,73.1875,80.6875,TRUE,TRUE,price_above_comparable_range,5.865675688,probably_anomaly,price is outside comparable range with supporting vehicle context,medium,Price 81.5 vs group median 76.98434783 (+5.9%); 121000 km mileage was considered against same-vehicle comparables (group n=34) and the deviation is not well supported.
TOYOTA,PRIUS,2010,1800,AUTOMATIC,PETROL,165000,GALLE,2025-02-01,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,82.5,11,85.25,85.25,85.25,0,85.25,85.25,TRUE,TRUE,price_below_comparable_range,-3.225806452,probably_anomaly,price is outside comparable range with supporting vehicle context,medium,Price 82.5 vs group median 85.25 (-3.2%); 165000 km mileage was considered against same-vehicle comparables (group n=11) and the deviation is not well supported.
TOYOTA,AXIO WXB,2017,1500,AUTOMATIC,HYBRID,88000,NEGOMBO,2025-02-05,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,143.5,21,138.6633333,138,139,1,136.5,140.5,TRUE,TRUE,price_above_comparable_range,3.488064617,appears_normal,price is within practical market variation for comparable listings,high,"Price 143.5 vs group median 138.6633333 (+3.5%); mileage 88000 km, year 2017, and used condition are consistent with the comparison group (n=21)."
SUZUKI,WAGON R,2017,650,AUTOMATIC,PETROL,88000,COLOMBO,2025-02-05,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,NOT_AVAILABLE,71.75,46,60.64038462,60,62.975,2.975,55.5375,67.4375,TRUE,TRUE,price_above_comparable_range,18.32048965,probably_anomaly,price and mileage inconsistent with comparable listings,medium,Price 71.75 vs group median 60.64038462 (+18.3%); 88000 km mileage was considered against same-vehicle comparables (group n=46) and the deviation is not well supported.
SUZUKI,SWIFT,2007,1500,AUTOMATIC,PETROL,198000,NEGOMBO,2025-02-05,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,19.90625,9,50.5,39,51,12,21,69,TRUE,TRUE,price_below_comparable_range,-60.58168317,confirmed_anomaly,large price deviation is not supported by the comparable group,high,Price 19.90625 vs group median 50.5 (-60.6%); mileage 198000 km and vehicle details do not explain this extreme gap (group n=9). Strong manual anomaly signal.
TOYOTA,COROLLA 121,2002,1500,AUTOMATIC,PETROL,253000,PILIYANDALA,2025-01-14,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,49.75,8,59,56.625,60.125,3.5,51.375,65.375,TRUE,TRUE,price_below_comparable_range,-15.6779661,probably_anomaly,price and mileage inconsistent with comparable listings,medium,Price 49.75 vs group median 59 (-15.7%); 253000 km mileage was considered against same-vehicle comparables (group n=8) and the deviation is not well supported.
SUZUKI,MARUTI,2003,800,MANUAL,PETROL,242000,MAWANELLA,2025-02-03,NO LEASING,USED,AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,13.5,6,14.18333333,14.18333333,14.27083333,0.0875,14.05208333,14.40208333,TRUE,TRUE,price_below_comparable_range,-4.81786134,probably_anomaly,price is outside comparable range with supporting vehicle context,medium,Price 13.5 vs group median 14.18333333 (-4.8%); 242000 km mileage was considered against same-vehicle comparables (group n=6) and the deviation is not well supported.
SUZUKI,MARUTI,2008,800,MANUAL,PETROL,187000,GAMPAHA,2025-02-05,NO LEASING,USED,AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,21,12,18.43125,17.5,18.8375,1.3375,15.49375,20.84375,TRUE,TRUE,price_above_comparable_range,13.93692777,insufficient_evidence,limited or heterogeneous comparable group prevents a confident judgment,low,"Price 21 vs group median 18.43125 (+13.9%); group n=12 and/or broad/degenerate bounds limit confidence, so this is not escalated without more listing context."
SUZUKI,SPACIA,2017,650,AUTOMATIC,HYBRID,88000,EMBILIPITIYA,2024-12-17,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,55.9,20,65.03571429,63.9375,67.625,3.6875,58.40625,73.15625,TRUE,TRUE,price_below_comparable_range,-14.0472268,probably_anomaly,price and mileage inconsistent with comparable listings,medium,Price 55.9 vs group median 65.03571429 (-14.0%); 88000 km mileage was considered against same-vehicle comparables (group n=20) and the deviation is not well supported.
TOYOTA,VITZ,2009,1000,AUTOMATIC,PETROL,176000,BANDARAWELA,2025-01-08,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,51.99,16,57.26714286,55.9375,58.375,2.4375,52.28125,62.03125,TRUE,TRUE,price_below_comparable_range,-9.214957468,probably_anomaly,price is outside comparable range with supporting vehicle context,medium,Price 51.99 vs group median 57.26714286 (-9.2%); 176000 km mileage was considered against same-vehicle comparables (group n=16) and the deviation is not well supported.
HONDA,INSIGHT,2012,1500,AUTOMATIC,HYBRID,143000,GAMPAHA,2025-01-27,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,89.3125,5,79.75,79.75,81.5,1.75,77.125,84.125,TRUE,TRUE,price_above_comparable_range,11.99059561,probably_anomaly,price and mileage inconsistent with comparable listings,medium,Price 89.3125 vs group median 79.75 (+12.0%); 143000 km mileage was considered against same-vehicle comparables (group n=5) and the deviation is not well supported.
SUZUKI,ALTO JAPAN,2016,600,AUTOMATIC,PETROL,99000,GALLE,2025-01-21,NO LEASING,USED,AVAILABLE,AVAILABLE,NOT_AVAILABLE,AVAILABLE,52.25,17,52.54166667,52.54166667,52.54166667,0,52.54166667,52.54166667,TRUE,TRUE,price_below_comparable_range,-0.5551149881,probably_anomaly,price is outside comparable range with supporting vehicle context,medium,Price 52.25 vs group median 52.54166667 (-0.6%); 99000 km mileage was considered against same-vehicle comparables (group n=17) and the deviation is not well supported.
SUZUKI,ALTO,2014,800,MANUAL,PETROL,121000,MATARA,2024-12-04,NO LEASING,USED,AVAILABLE,AVAILABLE,NOT_AVAILABLE,AVAILABLE,33.5,24,31.60277778,31.4375,31.925,0.4875,30.70625,32.65625,TRUE,TRUE,price_above_comparable_range,6.003340072,insufficient_evidence,limited or heterogeneous comparable group prevents a confident judgment,low,"Price 33.5 vs group median 31.60277778 (+6.0%); group n=24 and/or broad/degenerate bounds limit confidence, so this is not escalated without more listing context."
NISSAN,FB15,2001,1500,MANUAL,PETROL,264000,WELIMADA,2025-01-21,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,54.25,21,39.5,37.25,42.5,5.25,29.375,50.375,TRUE,TRUE,price_above_comparable_range,37.34177215,confirmed_anomaly,large price deviation is not supported by the comparable group,high,Price 54.25 vs group median 39.5 (+37.3%); mileage 264000 km and vehicle details do not explain this extreme gap (group n=21). Strong manual anomaly signal.
TOYOTA,AXIO,2015,1500,AUTOMATIC,HYBRID,110000,COLOMBO,2025-01-11,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,118,35,112.6363636,112.6363636,112.6363636,0,112.6363636,112.6363636,TRUE,TRUE,price_above_comparable_range,4.761904762,probably_anomaly,price is outside comparable range with supporting vehicle context,medium,Price 118 vs group median 112.6363636 (+4.8%); 110000 km mileage was considered against same-vehicle comparables (group n=35) and the deviation is not well supported.
NISSAN,FB15,2001,1490,AUTOMATIC,PETROL,264000,KANDY,2024-12-23,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,54.25,21,39.5,37.25,42.5,5.25,29.375,50.375,TRUE,TRUE,price_above_comparable_range,37.34177215,confirmed_anomaly,large price deviation is not supported by the comparable group,high,Price 54.25 vs group median 39.5 (+37.3%); mileage 264000 km and vehicle details do not explain this extreme gap (group n=21). Strong manual anomaly signal.
MITSUBISHI,LANCER BOX,1980,1400,MANUAL,PETROL,495000,MIRIGAMA,2024-12-13,NO LEASING,USED,AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,17.14910714,12,9.1,7.7375,10,2.2625,4.34375,13.39375,TRUE,TRUE,price_above_comparable_range,88.45172684,confirmed_anomaly,large price deviation is not supported by the comparable group,high,Price 17.14910714 vs group median 9.1 (+88.5%); mileage 495000 km and vehicle details do not explain this extreme gap (group n=12). Strong manual anomaly signal.
SUZUKI,ALTO,2016,800,MANUAL,PETROL,99000,WENNAPPUWA,2025-02-05,NO LEASING,USED,AVAILABLE,AVAILABLE,NOT_AVAILABLE,AVAILABLE,35.9,26,34.41428571,34.41428571,34.575,0.1607142857,34.17321429,34.81607143,TRUE,TRUE,price_above_comparable_range,4.317144043,probably_anomaly,price is outside comparable range with supporting vehicle context,medium,Price 35.9 vs group median 34.41428571 (+4.3%); 99000 km mileage was considered against same-vehicle comparables (group n=26) and the deviation is not well supported.
SUZUKI,WAGON R STINGRAY J STYLE,2014,660,AUTOMATIC,PETROL,121000,MATARA,2025-02-04,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,55.67361111,14,56.69444444,56.5,56.92361111,0.4236111111,55.86458333,57.55902778,TRUE,TRUE,price_below_comparable_range,-1.800587947,insufficient_evidence,limited or heterogeneous comparable group prevents a confident judgment,low,"Price 55.67361111 vs group median 56.69444444 (-1.8%); group n=14 and/or broad/degenerate bounds limit confidence, so this is not escalated without more listing context."
TOYOTA,PASSO,2007,1000,AUTOMATIC,PETROL,198000,ANURADAPURA,2025-02-01,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,66.09473684,23,48,45.825,49,3.175,41.0625,53.7625,TRUE,TRUE,price_above_comparable_range,37.69736842,confirmed_anomaly,large price deviation is not supported by the comparable group,high,Price 66.09473684 vs group median 48 (+37.7%); mileage 198000 km and vehicle details do not explain this extreme gap (group n=23). Strong manual anomaly signal.
TOYOTA,AXIO,2017,1500,AUTOMATIC,PETROL,88000,KELANIYA,2025-01-02,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,132,7,138,138,138,0,138,138,TRUE,TRUE,price_below_comparable_range,-4.347826087,probably_anomaly,price is outside comparable range with supporting vehicle context,medium,Price 132 vs group median 138 (-4.3%); 88000 km mileage was considered against same-vehicle comparables (group n=7) and the deviation is not well supported.
TOYOTA,AXIO,2015,1500,AUTOMATIC,HYBRID,110000,KADAWATHA,2025-01-24,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,108.5,35,112.6363636,112.6363636,112.6363636,0,112.6363636,112.6363636,TRUE,TRUE,price_below_comparable_range,-3.672316384,appears_normal,price is within practical market variation for comparable listings,high,"Price 108.5 vs group median 112.6363636 (-3.7%); mileage 110000 km, year 2015, and used condition are consistent with the comparison group (n=35)."
NISSAN,FB15,2002,1500,AUTOMATIC,PETROL,253000,NITTAMBUWA,2025-01-22,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,24.25,20,40.82916667,40.15833333,42.925,2.766666667,36.00833333,47.075,TRUE,TRUE,price_below_comparable_range,-40.6061843,confirmed_anomaly,large price deviation is not supported by the comparable group,high,Price 24.25 vs group median 40.82916667 (-40.6%); mileage 253000 km and vehicle details do not explain this extreme gap (group n=20). Strong manual anomaly signal.
RENAULT,KWID,2016,800,MANUAL,PETROL,99000,COLOMBO,2025-02-05,NO LEASING,USED,AVAILABLE,AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,34.625,35,32.1625,31.75,32.825,1.075,30.1375,34.4375,TRUE,TRUE,price_above_comparable_range,7.65643218,probably_anomaly,price is outside comparable range with supporting vehicle context,medium,Price 34.625 vs group median 32.1625 (+7.7%); 99000 km mileage was considered against same-vehicle comparables (group n=35) and the deviation is not well supported.
KIA,PICANTO,2016,1000,MANUAL,PETROL,99000,COLOMBO,2024-12-17,NO LEASING,USED,AVAILABLE,AVAILABLE,NOT_AVAILABLE,AVAILABLE,48.5,20,56.6,54.375,57.9,3.525,49.0875,63.1875,TRUE,TRUE,price_below_comparable_range,-14.31095406,probably_anomaly,price and mileage inconsistent with comparable listings,medium,Price 48.5 vs group median 56.6 (-14.3%); 99000 km mileage was considered against same-vehicle comparables (group n=20) and the deviation is not well supported.
TOYOTA,AXIO,2016,1499,AUTOMATIC,HYBRID,99000,KOTTAWA,2025-01-28,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,122,9,120,120,120,0,120,120,TRUE,TRUE,price_above_comparable_range,1.666666667,probably_anomaly,price is outside comparable range with supporting vehicle context,medium,Price 122 vs group median 120 (+1.7%); 99000 km mileage was considered against same-vehicle comparables (group n=9) and the deviation is not well supported.
TOYOTA,PASSO,2007,1339,AUTOMATIC,PETROL,198000,GAMPAHA,2025-01-31,NO LEASING,USED,AVAILABLE,AVAILABLE,NOT_AVAILABLE,AVAILABLE,13.75,23,48,45.825,49,3.175,41.0625,53.7625,TRUE,TRUE,price_below_comparable_range,-71.35416667,confirmed_anomaly,large price deviation is not supported by the comparable group,high,Price 13.75 vs group median 48 (-71.4%); mileage 198000 km and vehicle details do not explain this extreme gap (group n=23). Strong manual anomaly signal.
TOYOTA,VITZ,2008,990,AUTOMATIC,PETROL,187000,DEHIWALA-MOUNT-LAVINIA,2025-02-05,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,49.5,56,55.39868421,54.975,55.8125,0.8375,53.71875,57.06875,TRUE,TRUE,price_below_comparable_range,-10.64769731,appears_normal,price is within practical market variation for comparable listings,high,"Price 49.5 vs group median 55.39868421 (-10.6%); mileage 187000 km, year 2008, and used condition are consistent with the comparison group (n=56)."
TOYOTA,PREMIO,2013,1500,AUTOMATIC,PETROL,132000,WENNAPPUWA,2025-01-22,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,132.5,13,129.1388889,128.5,129.75,1.25,126.625,131.625,TRUE,TRUE,price_above_comparable_range,2.60271026,probably_anomaly,price is outside comparable range with supporting vehicle context,medium,Price 132.5 vs group median 129.1388889 (+2.6%); 132000 km mileage was considered against same-vehicle comparables (group n=13) and the deviation is not well supported.
TOYOTA,VITZ,2008,1000,AUTOMATIC,PETROL,187000,MATARA,2025-01-05,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,58,56,55.39868421,54.975,55.8125,0.8375,53.71875,57.06875,TRUE,TRUE,price_above_comparable_range,4.69562739,insufficient_evidence,limited or heterogeneous comparable group prevents a confident judgment,low,"Price 58 vs group median 55.39868421 (+4.7%); group n=56 and/or broad/degenerate bounds limit confidence, so this is not escalated without more listing context."
SUZUKI,SWIFT CENTER ANTENNA,2005,1300,AUTOMATIC,PETROL,220000,MATUGAMA,2025-01-08,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,38.75,5,39.76666667,39.75,39.76666667,0.01666666667,39.725,39.79166667,TRUE,TRUE,price_below_comparable_range,-2.55658005,probably_anomaly,price is outside comparable range with supporting vehicle context,medium,Price 38.75 vs group median 39.76666667 (-2.6%); 220000 km mileage was considered against same-vehicle comparables (group n=5) and the deviation is not well supported.
MAZDA,DEMIO,2001,1300,AUTOMATIC,PETROL,264000,WELIMADA,2025-01-18,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,27.5,6,9.75,9.75,9.75,0,9.75,9.75,TRUE,TRUE,price_above_comparable_range,182.0512821,data_error,comparison group appears mis-specified or internally inconsistent,medium,"Price 27.5 vs group median 9.75 (+182.1%); the comparison bounds collapse around an unusually low median for this vehicle, suggesting a grouping/source-quality issue rather than a reliable vehicle anomaly."
NISSAN,MARCH K11,2000,1000,AUTOMATIC,PETROL,275000,GALLE,2025-02-02,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,24.5,18,28,27.6375,28.375,0.7375,26.53125,29.48125,TRUE,TRUE,price_below_comparable_range,-12.5,probably_anomaly,price and mileage inconsistent with comparable listings,medium,Price 24.5 vs group median 28 (-12.5%); 275000 km mileage was considered against same-vehicle comparables (group n=18) and the deviation is not well supported.
SUZUKI,SPACIA,2015,660,AUTOMATIC,HYBRID,110000,PILIYANDALA,2025-01-28,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,55.5,13,58.01666667,56.5,59.9,3.4,51.4,65,TRUE,FALSE,within_comparable_range,-4.337833956,probably_anomaly,price is outside comparable range with supporting vehicle context,medium,Price 55.5 vs group median 58.01666667 (-4.3%); 110000 km mileage was considered against same-vehicle comparables (group n=13) and the deviation is not well supported.
TOYOTA,VITZ,2019,1000,AUTOMATIC,PETROL,66000,GAMPAHA,2024-12-22,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,98.775,16,98.7625,96.9375,98.775,1.8375,94.18125,101.53125,TRUE,FALSE,within_comparable_range,0.01265662574,probably_anomaly,price is outside comparable range with supporting vehicle context,medium,Price 98.775 vs group median 98.7625 (+0.0%); 66000 km mileage was considered against same-vehicle comparables (group n=16) and the deviation is not well supported.
MICRO,PANDA CROSS,2017,1000,MANUAL,PETROL,88000,MALABE,2025-01-01,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,36.75,5,34.5,34.5,35.75,1.25,32.625,37.625,TRUE,FALSE,within_comparable_range,6.52173913,appears_normal,price is within practical market variation for comparable listings,high,"Price 36.75 vs group median 34.5 (+6.5%); mileage 88000 km, year 2017, and used condition are consistent with the comparison group (n=5)."
TOYOTA,CE110,1996,1800,AUTOMATIC,DIESEL,319000,KANDY,2025-02-05,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,26.5,7,29.7,28.1,29.875,1.775,25.4375,32.5375,TRUE,FALSE,within_comparable_range,-10.77441077,insufficient_evidence,limited or heterogeneous comparable group prevents a confident judgment,low,"Price 26.5 vs group median 29.7 (-10.8%); group n=7 and/or broad/degenerate bounds limit confidence, so this is not escalated without more listing context."
SUZUKI,SWIFT,2008,1240,AUTOMATIC,PETROL,187000,GAMPAHA,2025-01-19,NO LEASING,USED,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,48.27,19,49.5,48.27,52,3.73,42.675,57.595,TRUE,FALSE,within_comparable_range,-2.484848485,insufficient_evidence,limited or heterogeneous comparable group prevents a confident judgment,low,"Price 48.27 vs group median 49.5 (-2.5%); group n=19 and/or broad/degenerate bounds limit confidence, so this is not escalated without more listing context."
